"org.apache.cassandra.metrics:type=ClientRequest,scope=Write,name=Latency/99thPercentile","org.apache.cassandra.metrics:type=ClientRequest,scope=Write,name=Latency/OneMinuteRate","org.apache.cassandra.metrics:type=Storage,name=Load/Count","org.apache.cassandra.metrics:type=ClientRequest,scope=Write,name=Latency/Mean"
0.0,0.02941929347859539,117453,5684.8
0.0,0.02941929347859539,106868,3775.8
0.0,0.027067056647322566,93025,5025.575757575758
8239.0,0.027067056647322566,93025,4307.0
8239.0,0.027067056647322566,93025,3830.4262295081967
24601.0,0.027067056647322566,93025,3590.5324675324673
24601.0,0.027067056647322566,93025,46599.39
24601.0,0.027067056647322566,93025,41235.89473684211
24601.0,0.027067056647322566,93025,37244.73228346457
315852.0,0.027067056647322566,93025,34033.77142857143
315852.0,0.027067056647322566,93025,31238.94155844156
315852.0,0.027067056647322566,93025,28834.64880952381
315852.0,0.027067056647322566,93025,26791.17032967033
315852.0,0.027067056647322566,93025,25277.005154639177
315852.0,0.027067056647322566,93025,23802.062801932367
315852.0,0.027067056647322566,93025,22430.380090497736
315852.0,0.027067056647322566,93025,21381.06008583691
315852.0,3.175152957893487,93025,22156.930348258706
315852.0,3.175152957893487,93025,20983.280373831774
315852.0,3.175152957893487,93025,19780.609649122805
315852.0,3.175152957893487,93025,18894.604166666668
315852.0,3.175152957893487,93025,18035.509881422924
315852.0,3.175152957893487,93025,17266.95112781955
315852.0,3.175152957893487,93025,16585.377697841726
315852.0,3.175152957893487,93025,15929.666666666666
315852.0,3.175152957893487,93025,15326.779605263158
315852.0,3.175152957893487,93025,14820.974683544304
315852.0,3.175152957893487,93025,14298.990881458967
315852.0,3.175152957893487,93025,13844.847953216375
315852.0,3.175152957893487,93025,13351.761235955057
315852.0,3.175152957893487,93025,12984.222826086956
315852.0,3.175152957893487,93025,12620.26052631579
315852.0,3.175152957893487,93025,12304.688775510203
315852.0,3.175152957893487,93025,12063.947630922694
315852.0,6.487300852035859,93025,19387.6993006993
315852.0,6.487300852035859,93025,49297.93347639485
315852.0,6.487300852035859,93025,53730.62686567164
315852.0,6.487300852035859,93025,133907.12909441232
454826.0,6.487300852035859,93025,153595.71082390953
454826.0,6.487300852035859,93025,164636.6253968254
1358102.0,6.487300852035859,93025,241324.69680111264
1358102.0,6.487300852035859,93025,245175.3028083028
1358102.0,6.487300852035859,93025,244435.2526564345
1358102.0,6.487300852035859,93025,263650.82470960927
1358102.0,12.269105042144968,93025,259876.48244734202
1358102.0,12.269105042144968,93025,261005.04966571156
1358102.0,12.269105042144968,93025,266245.92433910666
1358102.0,12.269105042144968,93025,266245.92433910666
943127.0,12.269105042144968,93025,339891.0889276373
943127.0,12.269105042144968,93025,339891.0889276373
943127.0,12.269105042144968,93025,393768.7376775271
1955666.0,17.332763820549104,93025,448633.51882460975
1955666.0,17.332763820549104,93025,448633.51882460975
1955666.0,17.332763820549104,93025,500481.12554872694
1955666.0,17.332763820549104,93025,500481.12554872694
1955666.0,17.332763820549104,93025,527027.4196804037
1955666.0,19.14513595801248,93025,560565.5383373689
1955666.0,19.14513595801248,93025,560565.5383373689
1955666.0,19.14513595801248,93025,560565.5383373689
1955666.0,19.14513595801248,93025,591501.7858805276
1955666.0,19.14513595801248,93025,494440.39099678455
1955666.0,19.14513595801248,93025,440059.3723012112
1955666.0,19.14513595801248,93025,422900.0787637089
1955666.0,19.14513595801248,93025,422900.0787637089
1955666.0,26.6173743182266,93025,422900.0787637089
1955666.0,26.6173743182266,93025,400666.0656279509
1955666.0,26.6173743182266,93025,379259.82975871314
1955666.0,26.6173743182266,93025,357924.50337268127
1955666.0,26.6173743182266,93025,339948.40832666133
1955666.0,26.6173743182266,93025,323683.61394817074
1955666.0,26.6173743182266,93025,308799.8371501272
1955666.0,26.6173743182266,93025,295036.6465277778
1955666.0,26.6173743182266,93025,282541.7855718085
1955666.0,26.6173743182266,93025,270348.786009539
1955666.0,26.6173743182266,93025,259828.75068744272
1955666.0,26.6173743182266,93025,250173.76294117648
1955666.0,26.6173743182266,93025,241619.61715421756
1955666.0,26.6173743182266,93025,233571.28712599506
1955666.0,50.794554160535014,93025,225507.53497615262
1955666.0,50.794554160535014,93025,217875.32403378552
1955666.0,50.794554160535014,93025,211211.60084346315
1955666.0,50.794554160535014,93025,204319.43690019194
1955666.0,50.794554160535014,93025,199243.3829239766
1955666.0,50.794554160535014,93025,194709.71745027124
1955666.0,50.794554160535014,93025,189798.03900436233
1629722.0,50.794554160535014,93025,184492.38778054863
1629722.0,50.794554160535014,93025,178659.47489135683
1629722.0,50.794554160535014,93025,173465.07757206468
1629722.0,50.794554160535014,93025,168609.44818947848
1629722.0,50.794554160535014,93025,164341.79516200622
1629722.0,50.794554160535014,93025,169665.24798301485
1629722.0,50.794554160535014,93025,177203.53884922303
1629722.0,50.794554160535014,93025,202531.09142166734
1629722.0,75.5172565824305,93025,222787.85576923078
1629722.0,75.5172565824305,93025,245998.82225087492
1629722.0,75.5172565824305,93025,255400.6447723592
1629722.0,82.2401415519547,93025,255400.6447723592
1955666.0,82.2401415519547,93025,274205.88865435356
1955666.0,82.2401415519547,93025,297994.9824531223
1955666.0,82.2401415519547,93025,297862.6097896599
1955666.0,82.2401415519547,93025,360566.5174311927
1955666.0,82.2401415519547,93025,365274.59576796787
1955666.0,83.80406148393573,93025,381154.35673758865
2346799.0,83.80406148393573,93025,388600.86500767
2346799.0,83.80406148393573,93025,400518.90126751165
2346799.0,85.96253755061844,93025,400807.1937624419
2346799.0,85.96253755061844,93025,389470.70998000924
2346799.0,85.96253755061844,93025,371143.6559593023
2346799.0,85.96253755061844,93025,351733.161392824
2346799.0,85.96253755061844,93025,286984.49658016494
2346799.0,85.96253755061844,93025,331251.69831717375
2346799.0,85.96253755061844,93025,307870.244079602
2346799.0,135.33011129054395,93025,234592.8018808282
3379391.0,139.09361179564112,93025,226192.18488979118
3379391.0,139.09361179564112,93025,312418.98544216703
2346799.0,193.43993394470905,93025,301634.29092661437
2346799.0,193.43993394470905,93025,242820.82669322708
3379391.0,191.29272838245038,93025,229853.5494215433
3379391.0,191.29272838245038,93025,191121.75238006347
3379391.0,191.29272838245038,93025,189970.40544552158
3379391.0,268.0106939520524,93025,188898.41338437414
3379391.0,271.0481511549419,93025,187812.3644534116
3379391.0,271.0481511549419,93025,186738.67899152002
3379391.0,271.0481511549419,93025,185660.72142144863
3379391.0,271.0481511549419,93025,184603.37252692776
3379391.0,271.0481511549419,93025,183607.49627969522
3379391.0,271.0481511549419,93025,182613.76925820258
3379391.0,271.0481511549419,93025,181639.0741364785
3379391.0,271.0481511549419,93025,180651.0717467037
3379391.0,271.0481511549419,93025,179689.1283828238
3379391.0,271.0481511549419,93025,178760.4674928004
3379391.0,271.0481511549419,93025,177803.56062841768
3379391.0,271.0481511549419,93025,176872.19344672767
3379391.0,271.0481511549419,93025,175942.8756387684
3379391.0,331.73059049750583,93025,175197.3311721157
3379391.0,331.73059049750583,93025,174178.25741714286
3379391.0,331.73059049750583,93025,170832.63226327117
3379391.0,331.73059049750583,93025,165667.2704347826
3379391.0,331.73059049750583,93025,164861.70899493792
3379391.0,331.73059049750583,93025,163979.71890868407
3379391.0,331.73059049750583,93025,163127.81780821917
3379391.0,331.73059049750583,93025,162298.48253833049
3379391.0,331.73059049750583,93025,161614.37086513994
3379391.0,331.73059049750583,93025,160821.12334894712
3379391.0,331.73059049750583,93025,159995.10902602854
3379391.0,331.73059049750583,93025,159197.82510442773
3379391.0,331.73059049750583,93025,158382.28054355053
3379391.0,331.73059049750583,93025,157575.06155945096
3379391.0,331.73059049750583,93025,156782.53531323269
3379391.0,331.73059049750583,93025,156010.20845612313
3379391.0,350.15790704431197,93025,155252.19562561094
2346799.0,350.15790704431197,93025,154526.5764958651
2346799.0,350.15790704431197,93025,153770.5879790238
2346799.0,350.15790704431197,93025,153066.63684844316
2346799.0,350.15790704431197,93025,152259.4063569473
2346799.0,350.15790704431197,93025,151474.47897693422
2346799.0,350.15790704431197,93025,150722.26122120596
2346799.0,350.15790704431197,93025,149977.34469537373
2346799.0,350.15790704431197,93025,149240.26656045613
2346799.0,350.15790704431197,93025,148497.4337143334
2346799.0,350.15790704431197,93025,147774.06048152762
2346799.0,350.15790704431197,93025,147088.73821427097
2346799.0,350.15790704431197,93025,146379.62867480778
2346799.0,350.15790704431197,93025,145671.46947626842
2346799.0,350.15790704431197,93025,144976.23450606727
2346799.0,350.15790704431197,93025,144340.07808002594
2346799.0,350.15790704431197,93025,143669.21502642942
2346799.0,354.4468919870923,93025,143004.4066026748
2346799.0,354.4468919870923,93025,142328.47102086496
2346799.0,354.4468919870923,93025,140010.2811701333
2346799.0,354.4468919870923,93025,136056.39460512743
2346799.0,354.4468919870923,93025,135460.17710829625
2346799.0,354.4468919870923,93025,134970.6809171878
2346799.0,354.4468919870923,93025,134353.5993511148
2346799.0,354.4468919870923,93025,133553.1809405544
2346799.0,354.4468919870923,93025,132929.4462562794
2346799.0,354.4468919870923,93025,132280.0642307387
2346799.0,354.4468919870923,93025,131683.9029264247
2346799.0,354.4468919870923,93025,131067.20325458905
2346799.0,354.4468919870923,93025,130441.14094038491
2346799.0,354.4468919870923,93025,129845.76411494432
2346799.0,354.4468919870923,93025,129241.04259194668
2346799.0,354.4468919870923,93025,128657.40642722117
2346799.0,372.11332707773465,93025,128083.73811352639
2346799.0,372.11332707773465,93025,127486.16322006039
2346799.0,372.11332707773465,93025,126903.56650939806
2346799.0,372.11332707773465,93025,126336.2873754782
2346799.0,372.11332707773465,93025,125768.95022812112
2346799.0,372.11332707773465,93025,125178.39351521747
2346799.0,372.11332707773465,93025,124639.63868026754
2346799.0,372.11332707773465,93025,124092.03537683208
2346799.0,372.11332707773465,93025,123645.90402769037
2346799.0,372.11332707773465,93025,123098.41953167829
2346799.0,372.11332707773465,93025,122541.6954199961
2346799.0,372.11332707773465,93025,121990.05498215117
2346799.0,372.11332707773465,93025,121443.19873305265
2346799.0,372.11332707773465,93025,120883.2890426759
2346799.0,372.11332707773465,93025,120341.89226117574
2346799.0,372.11332707773465,93025,119805.42421702355
2346799.0,372.11332707773465,93025,119269.54079271761
2346799.0,374.4389690377198,93025,118751.79260601941
2346799.0,374.4389690377198,93025,118216.0041726186
2346799.0,374.4389690377198,93025,117647.06804578782
2346799.0,374.4389690377198,93025,113226.03517298485
2346799.0,374.4389690377198,93025,112907.68268954624
2346799.0,374.4389690377198,93025,112415.28135387255
2346799.0,374.4389690377198,93025,111824.71579304368
2346799.0,374.4389690377198,93025,111317.15274391387
2346799.0,374.4389690377198,93025,110753.34587251829
2346799.0,374.4389690377198,93025,110259.38276925363
2346799.0,374.4389690377198,93025,109774.08824943595
2346799.0,374.4389690377198,93025,109269.0089828075
1955666.0,374.4389690377198,93025,108780.57245473869
1955666.0,374.4389690377198,93025,108300.41035464098
1955666.0,374.4389690377198,93025,107832.21788724208
1955666.0,374.4389690377198,93025,107333.48407274831
1955666.0,388.7958763780711,93025,106862.65363570914
1955666.0,388.7958763780711,93025,106399.2549996416
1955666.0,388.7958763780711,93025,105932.82630414615
1955666.0,388.7958763780711,93025,105474.1529006359
1955666.0,388.7958763780711,93025,105022.81878957235
1955666.0,388.7958763780711,93025,104575.87503962243
1955666.0,388.7958763780711,93025,104128.66713424043
1955666.0,388.7958763780711,93025,103838.14786838129
1955666.0,388.7958763780711,93025,103381.17619222304
1955666.0,388.7958763780711,93025,102935.73738997041
1955666.0,388.7958763780711,93025,102498.10677528457
1955666.0,388.7958763780711,93025,102067.89353226624
1955666.0,388.7958763780711,93025,101641.54711333886
1955666.0,388.7958763780711,93025,101208.23209220495
1955666.0,388.7958763780711,93025,100796.30762354287
1955666.0,388.7958763780711,93025,100366.24196247374
1955666.0,389.88360204571745,93025,99950.84676475803
1955666.0,389.88360204571745,93025,99535.54413218472
1955666.0,389.88360204571745,93025,99126.77856690809
1955666.0,389.88360204571745,93025,95619.79399097968
1955666.0,389.88360204571745,93025,95162.1231059967
1955666.0,389.88360204571745,93025,94327.05193338978
1629722.0,389.88360204571745,93025,93711.1030772466
1629722.0,389.88360204571745,93025,93341.59048383718
1629722.0,389.88360204571745,93025,92959.17980184252
1629722.0,389.88360204571745,93025,92573.5088624247
1629722.0,389.88360204571745,93025,92197.99917255646
1629722.0,389.88360204571745,93025,91834.16610006524
1629722.0,389.88360204571745,93025,91470.3979752377
1629722.0,400.1272236397347,93025,91112.63224773455
1629722.0,400.1272236397347,93025,90754.5195955346
1629722.0,400.1272236397347,93025,90384.47098976109
1629722.0,400.1272236397347,93025,90035.21145107543
1629722.0,400.1272236397347,93025,89630.85384480028
1629722.0,400.1272236397347,93025,89263.54273998528
1629722.0,400.1272236397347,93025,88893.44780651241
1629722.0,400.1272236397347,93025,88505.03127171646
1629722.0,400.1272236397347,93025,88135.56163767765
1629722.0,400.1272236397347,93025,87957.10088990066
1629722.0,400.1272236397347,93025,90139.01147648008
1629722.0,400.1272236397347,93025,90139.01147648008
1629722.0,400.1272236397347,93025,96855.02734195149
1629722.0,400.1272236397347,93025,96867.7051636209
1629722.0,394.0084446768271,93025,101322.52165540423
1629722.0,394.0084446768271,93025,105459.46855642338
1629722.0,394.0084446768271,93025,111226.50207551556
1955666.0,394.0084446768271,93025,109115.40094542329
1955666.0,391.9289242581105,93025,108712.46238967199
1629722.0,388.11273017994057,93025,108231.64970491803
1629722.0,388.11273017994057,93025,107839.0747745982
1629722.0,388.11273017994057,93025,107497.6864539238
1629722.0,388.11273017994057,93025,107234.6720262457
1629722.0,388.11273017994057,93025,106818.52942699064
1629722.0,388.11273017994057,93025,106470.18146344609
1629722.0,388.11273017994057,93025,106100.69859888167
1629722.0,388.11273017994057,93025,105716.9809170082
1629722.0,388.11273017994057,93025,105315.91633707579
1629722.0,411.43475658357795,93025,104768.14641240044
1629722.0,411.43475658357795,93025,104365.06238683127
1629722.0,411.43475658357795,93025,103944.04914915243
1629722.0,411.43475658357795,93025,103553.98432141107
1629722.0,411.43475658357795,93025,103166.41212456477
1629722.0,411.43475658357795,93025,102771.82570502431
1629722.0,411.43475658357795,93025,102386.9079342526
1629722.0,411.43475658357795,93025,101995.18120114517
1629722.0,411.43475658357795,93025,101616.27246506859
1629722.0,411.43475658357795,93025,101230.46130762355
1629722.0,411.43475658357795,93025,100939.6468101968
1629722.0,411.43475658357795,93025,101019.62049019607
1629722.0,411.43475658357795,93025,100638.3665722564
1629722.0,411.43475658357795,93025,100259.84020886035
1629722.0,406.4267579563881,93025,99893.4712420835
1629722.0,406.4267579563881,93025,99527.0463574027
1358102.0,406.4267579563881,93025,99175.91438378136
1358102.0,406.4267579563881,93025,97189.50476100689
1358102.0,406.4267579563881,93025,95644.40887063128
1358102.0,406.4267579563881,93025,95283.83227827866
1358102.0,406.4267579563881,93025,94932.15805064501
1358102.0,406.4267579563881,93025,94580.13981531431
1358102.0,406.4267579563881,93025,94198.3471019531
1358102.0,406.4267579563881,93025,93839.83308147588
1358102.0,406.4267579563881,93025,93504.41096019323
1358102.0,406.4267579563881,93025,93165.70274409301
1358102.0,406.4267579563881,93025,92815.30425306682
1358102.0,406.4267579563881,93025,92464.41143264787
1358102.0,406.4267579563881,93025,92115.65298352264
1358102.0,406.4267579563881,93025,91775.23989544818
1358102.0,406.4267579563881,93025,91429.0417883907
1358102.0,422.8634868605329,93025,91085.43012147286
1358102.0,422.8634868605329,93025,90756.07532778618
1358102.0,422.8634868605329,93025,90403.76815370609
1358102.0,422.8634868605329,93025,90059.65402176633
1358102.0,422.8634868605329,93025,89734.4756488954
1358102.0,422.8634868605329,93025,89403.39291590352
1358102.0,422.8634868605329,93025,89074.80855472737
1358102.0,422.8634868605329,93025,88817.19123505976
1358102.0,422.8634868605329,93025,88487.8184040898
1358102.0,422.8634868605329,93025,88144.27311256602
1358102.0,422.8634868605329,93025,87820.19766818969
1358102.0,422.8634868605329,93025,87498.84849150786
1358102.0,422.8634868605329,93025,87174.3763175179
1358102.0,422.8634868605329,93025,86848.88533682308
1358102.0,422.8634868605329,93025,86537.08729936978
1358102.0,422.8634868605329,93025,86230.13047916602
1358102.0,422.8634868605329,93025,85912.21027490139
1358102.0,421.131370087429,93025,85667.82315796154
1358102.0,421.131370087429,93025,85352.17558168943
1358102.0,421.131370087429,93025,83176.19207072885
1358102.0,421.131370087429,93025,82367.04609236776
